sentiment,coin_std,trades,notional_sum,r_mean,pnl_mean,winrate
Greed,PEOPLE,1,860.57,0.4190780587285171,360.646005,1.0
Greed,POLYX,14,32669.5,0.03448159852811624,44.15240592857143,0.9285714285714286
Greed,POPCAT,4,965.9,-0.014029515693203076,-3.3748,0.0
Greed,PURR,81,67701.06,0.03188209355427335,13.881734246913581,0.41975308641975306
Greed,PURR/USDC,208,227136.29,0.06735088708366942,12.893795774038463,0.34615384615384615
Greed,RENDER,166,121178.25,0.03958424348205838,24.26428574698795,0.5240963855421686
Greed,RNDR,30,76446.74,0.03805114255850876,49.184,0.9666666666666667
Greed,RUNE,73,215632.0,-0.039248596543936816,-4.529566575342467,0.5205479452054794
Greed,SAND,8,4643.22,0.0041806615568529834,2.2102825,0.375
Greed,SEI,4,49.34,6.995873211166187e-05,0.0008625,0.25
Greed,SOL,499,7934333.11,0.077934919767648,328.15728086172345,0.6492985971943888
Greed,STRK,9,889.79,0.020441522428669066,0.9426351111111111,0.5555555555555556
Greed,STX,15,9742.2,0.007132858569978137,5.048741466666667,0.4666666666666667
Greed,SUI,106,77847.17,0.015395768661207771,6.568039235849057,0.3490566037735849
Greed,TAO,1,21.12,0.0032350378787878785,0.068324,1.0
Greed,TIA,25,31316.33,0.03192544739595924,46.348866480000005,0.52
Greed,TNSR,124,73203.51,0.021337828359588838,14.68214812096774,0.5161290322580645
Greed,TRUMP,34,21276.96,0.0,0.0,0.0
Greed,TRX,9,5521.74,0.08684384405777036,58.74362333333334,0.5555555555555556
Greed,TURBO,9,3800.09,0.005209694779175445,3.2250725555555553,0.3333333333333333
Greed,UNI,2,2121.78,0.003620446039093826,6.780842,0.5
Greed,USTC,1,499.97,0.0,0.0,0.0
Greed,USUAL,21,22969.71,0.2723038338838005,759.7911534285714,0.47619047619047616
Greed,VINE,77,49898.7,0.014942911470349879,21.469322337662337,0.24675324675324675
Greed,VIRTUAL,24,5339.92,0.0008241640430455381,0.41209999999999997,0.08333333333333333
Greed,W,48,13765.77,0.011385971127155434,3.4589361666666663,0.4166666666666667
Greed,WIF,106,188967.7,0.026192847133665695,41.49269826415094,0.5377358490566038
Greed,WLD,161,207700.38,0.0027065599627082598,15.906813975155279,0.34782608695652173
Greed,XRP,96,99879.15,0.0015268689273730352,0.1600381666666666,0.3125
Greed,ZETA,24,62494.59,0.03957333393126746,54.89228833333333,0.9583333333333334
Greed,ZK,4,584.49,0.013763800602208096,0.4114,0.25
Greed,ZRO,1,499.8,0.0,0.0,0.0
Greed,kBONK,199,994771.62,0.03416964143427838,83.05376987437187,0.9045226130653267
Greed,kPEPE,90,404604.33,0.02954654767734174,74.77778856666667,0.6666666666666666
Greed,kSHIB,3,2998.76,0.0,0.0,0.0
Neutral,@107,1079,1928137.42,0.027729237506800283,28.32857077571826,0.577386468952734
Neutral,@4,47,6374.91,0.041626543275632505,8.129954914893617,0.10638297872340426
Neutral,@48,1,0.68,0.0,0.0,0.0
Neutral,@51,15,510.68,0.0,0.0,0.0
Neutral,@8,31,6214.2,0.0,0.0,0.0
Neutral,AAVE,14,3101.24,0.004367199125195233,0.7811135714285715,0.14285714285714285
Neutral,ADA,4,332.03,0.11463035791681683,8.95989075,1.0
Neutral,AI16Z,17,845.15,0.08822190892588334,4.838948470588235,0.5882352941176471
Neutral,AIXBT,9,408.28,0.03141907928715679,1.0917712222222222,0.5555555555555556
Neutral,APE,10,72900.31999999999,0.02992514866013486,151.9484656,0.8
Neutral,ARB,17,100419.57,0.0010333257574505002,8.467388352941176,0.35294117647058826
Neutral,ATOM,4,279.71000000000004,0.12320315287588088,8.432756000000001,1.0
Neutral,AVAX,4,480.9,0.09520790208183244,4.994015,0.75
Neutral,BLAST,5,1404.93,0.07911856780246289,35.5535038,0.4
Neutral,BTC,227,4606310.84,0.001267693104564371,26.565798251101324,0.3039647577092511
Neutral,CANTO,8,20112.010000000002,-0.008936418016130616,-23.557016250000004,0.0
Neutral,CHILLGUY,1,110.68,0.0,0.0,0.0
Neutral,DOGE,3,1530.74,0.022623008833542763,8.947733333333334,0.6666666666666666
Neutral,DOT,2,95.5,0.2334408741664136,11.055354000000001,1.0
Neutral,DYM,10,6258.72,0.027241618320972733,24.124212,0.2
Neutral,EIGEN,20,14351.57,0.019931849251268813,6.981011499999999,0.3
Neutral,ENA,57,145800.54,0.005250223479766482,0.26762754385964915,0.07017543859649122
Neutral,ETH,305,3438098.88,0.001687320533088045,36.52811086885246,0.24262295081967214
Neutral,ETHFI,8,14988.66,0.0,0.0,0.0
Neutral,FARTCOIN,17,1995.27,0.030553416277578047,4.79187305882353,1.0
Neutral,FIL,5,19806.989999999998,-0.002115819657481103,-7.055718000000001,0.0
Neutral,FTM,4,26424.79,0.026195709634714334,113.38923750000001,0.75
Neutral,FTT,40,11150.48,0.030733694822064644,4.0331503,0.325
Neutral,FXS,13,39950.43,-0.00597073431695162,-23.556062153846156,0.0
Neutral,GRASS,22,25401.89,0.03398312215825199,20.055639045454544,0.9545454545454546
Neutral,HBAR,17,3916.3,0.07040529222955724,8.989764882352942,0.7058823529411765
Neutral,HPOS,17,15083.88,0.020744691188061718,24.468752764705883,0.35294117647058826
Neutral,HYPE,50,77272.89,0.01023273013344794,6.04195308,0.54
Neutral,IMX,3,143.41,0.19329079800045812,9.138071000000002,1.0
Neutral,INJ,2,109.89,0.1820136434631984,9.9871605,1.0
Neutral,IO,5,887.18,0.0,0.0,0.0
Neutral,LDO,4,289.86,0.10453535193399241,7.255204,1.0
Neutral,LINK,17,50444.240000000005,0.032752474914353506,2.7997005294117647,0.5882352941176471
Neutral,LTC,8,1573.44,0.07841386992552338,11.59064075,1.0
Neutral,MANTA,5,322.74,0.13789671289566344,9.736050800000001,1.0
Neutral,MATIC,12,99781.88,-0.002247033540939325,-22.504072416666663,0.0
Neutral,MOVE,1,524.23,0.0,0.0,0.0
Neutral,NTRN,26,96755.97,-0.0026425050736547497,-11.486743692307694,0.038461538461538464
Neutral,ONDO,1,219.55,0.010801184240491915,2.3714,1.0
Neutral,PENGU,47,8844.5,0.00016157528542656092,0.05983497872340425,0.06382978723404255
Neutral,PURR,122,59362.62,0.035853475725230975,10.17437800819672,0.8934426229508197
Neutral,PURR/USDC,44,11563.96,0.05658255461068697,21.367161636363637,0.7272727272727273
Neutral,RUNE,20,62330.89,-0.0007131333843868025,-3.2806303,0.2
Neutral,SOL,3,50488.17,0.0010096863227735031,25.32575,0.3333333333333333
Neutral,STRK,4,271.02,0.18162440138978142,12.23445825,1.0
Neutral,SUI,26,11091.76,0.011745770532207959,1.0311284615384615,0.19230769230769232
Neutral,SUSHI,16,5085.37,0.0745938736023594,19.1392078125,0.625
Neutral,TAO,22,82889.54000000001,0.053522203676515286,85.55166772727273,0.7727272727272727
Neutral,TIA,2,98.83,0.22657554192250445,11.077836000000001,1.0
Neutral,TURBO,12,19024.84,0.00787331833409802,10.90697425,0.5833333333333334
Neutral,VIRTUAL,13,2716.92,0.0007872329965117197,-0.5523530769230769,0.46153846153846156
Neutral,WIF,28,85532.8,0.05364163770452933,91.15532857142857,0.9285714285714286
Neutral,WLD,47,22387.82,0.000778843952185605,0.6643394680851064,0.3617021276595745
Neutral,XRP,25,17830.670000000002,0.020324139183489572,11.49433292,0.6
Neutral,ZEREBRO,2,181.19,0.22065474839975505,19.98317,1.0
Neutral,ZK,2,100.34,0.19639217312285057,9.974127,1.0
Neutral,kBONK,99,441341.51999999996,0.042162986603644,106.55998658585858,0.9191919191919192
Neutral,kPEPE,55,217284.98,0.03690668167433185,87.18766658181819,0.8545454545454545
Unknown,@1,31,3504.9,0.24596113331439892,17.012903,0.3870967741935484
Unknown,@10,1,0.05,0.0,0.0,0.0
Unknown,@100,4,42.67,0.5222687358240954,6.9067855,0.5
Unknown,@103,5,29.95,0.9621294828801256,5.7174226,0.6
Unknown,@107,23084,44306444.92,0.0426533241265511,57.80760538247271,0.43536648761046615
Unknown,@109,20,5670.66,0.6819091980823228,270.704207,0.7
Unknown,@112,7,759.63,0.2897266405625239,-7.444960571428571,0.2857142857142857
Unknown,@113,4,26.55,0.3243793650793651,0.35762825,0.25
Unknown,@114,2,1.32,0.991725,0.6545385,0.5
Unknown,@116,5,11.85,0.6497321029082773,0.3445898,0.4
Unknown,@117,4,14.77,0.3291889836531627,1.15792225,0.25
Unknown,@12,3,8.91,0.0,0.0,0.0
Unknown,@123,163,400024.33,0.0,0.0,0.0
Unknown,@124,8,1173.08,-0.165471034037488,-16.0754845,0.0
Unknown,@125,29,5731.41,0.03870496483672971,12.767743689655173,0.3103448275862069
Unknown,@135,1,15.56,-384.40642609254496,-5981.36399,0.0
Unknown,@138,4,109.53999999999999,0.4595312222050139,12.737671,1.0
Unknown,@142,1148,2196136.14,0.0023555384133530856,5.515984050522648,0.17857142857142858
Unknown,@147,5,612.5600000000001,-0.572093488428494,-70.1265388,0.0
Unknown,@15,2,1.11,0.0,0.0,0.0
Unknown,@151,324,574271.34,0.018551999350844006,35.75260113888889,0.9166666666666666
Unknown,@152,88,59831.5,1.0027722166794315e-05,0.006818159090909091,1.0
Unknown,@153,102,117912.92,0.0004126827310275159,0.34526536274509806,0.9901960784313726
Unknown,@16,1,0.04,0.0,0.0,0.0
Unknown,@17,1,0.0,,0.0,0.0
Unknown,@18,1,0.46,0.0,0.0,0.0
Unknown,@19,2,0.81,0.0,0.0,0.0
Unknown,@2,5,999.88,-0.0006059517612354678,-0.1815892,0.0
Unknown,@20,15,521.46,0.0,0.0,0.0
Unknown,@21,1,0.94,0.0,0.0,0.0
Unknown,@23,25,3699.13,0.0,0.0,0.0
Unknown,@24,3,2.71,-0.001468,-0.0009786666666666665,0.0
Unknown,@25,1,0.65,0.0,0.0,0.0
Unknown,@26,1,0.05,0.0,0.0,0.0
Unknown,@28,2,1.74,0.0,0.0,0.0
Unknown,@29,1,0.03,0.0,0.0,0.0
Unknown,@3,9,325.9,0.0,0.0,0.0
Unknown,@30,1,0.69,0.0,0.0,0.0
Unknown,@31,3,33.61,0.9881664088069029,11.070757666666667,0.3333333333333333
Unknown,@32,1,0.01,0.0,0.0,0.0
Unknown,@33,1,0.04,0.0,0.0,0.0
Unknown,@34,2,0.81,0.0,0.0,0.0
Unknown,@35,1,0.09,0.0,0.0,0.0
Unknown,@36,3,16.1,0.4867331572405221,5.221024333333333,0.3333333333333333
Unknown,@37,12,1840.0900000000001,0.20437574754180945,24.056846750000002,0.3333333333333333
Unknown,@38,6,504.54,0.0,0.0,0.0
Unknown,@4,494,41747.03,-0.010072142126678004,-1.0775755829959515,0.02631578947368421
Unknown,@40,7,396.36,-0.016077161851846444,-0.656948,0.14285714285714285
Unknown,@41,1,0.06,0.0,0.0,0.0
Unknown,@44,1,0.0,,0.0,0.0
Unknown,@46,1,0.53,0.0,0.0,0.0
Unknown,@51,184,15521.87,-0.008593710999617681,-1.595671445652174,0.0
Unknown,@53,4,69.77000000000001,0.9724334978746388,16.966176750000002,0.5
Unknown,@59,31,16860.22,0.09177936351591647,82.48727764516129,0.25806451612903225
Unknown,@6,1,0.03,0.0,0.0,0.0
Unknown,@61,1,0.62,0.0,0.0,0.0
Unknown,@63,1,50.04,0.0,0.0,0.0
Unknown,@68,1,10.09,0.0,0.0,0.0
Unknown,@7,1,0.03,0.0,0.0,0.0
Unknown,@74,5,69.54,0.7434934072448041,11.7974546,0.6
Unknown,@78,12,5045.28,0.0,0.0,0.0
Unknown,@8,149,19371.1,-3.9851325757528816e-05,-0.003943288590604027,0.0
Unknown,@83,36,1426.41,-1.5997063751037892,-30.212037638888887,0.0
Unknown,@85,66,21436.33,0.2546183695237885,144.53667037878787,0.3333333333333333
Unknown,@86,1,10.17,0.0,0.0,0.0
Unknown,@9,3,242.32,-0.21323462224649556,-19.521629666666666,0.0
Unknown,@93,2,16.33,0.9770236374770362,7.977398,0.5
Unknown,@95,2,120.78,-0.32229101160499235,-14.7190305,0.0
Unknown,AAVE,401,530853.54,0.009048871356360738,-4.239369865336659,0.3092269326683292
Unknown,ACE,22,61861.28,0.07819068659910891,120.08398681818181,0.9545454545454546
Unknown,ADA,453,866390.91,-0.01878033314284868,-72.08380284768212,0.1986754966887417
Unknown,AI,38,11122.66,0.021483874748788885,1.404139052631579,0.5789473684210527
Unknown,AI16Z,425,469320.94,0.018127491463840198,11.489971298823528,0.5270588235294118
Unknown,AIXBT,710,1056725.08,0.06323527368965046,101.11881533802817,0.5647887323943662
Unknown,ALGO,6,3645.7200000000003,0.026536530201689865,3.060586666666667,0.5
Unknown,ALT,236,442206.4,0.01691421264495361,23.898365016949153,0.6694915254237288
Unknown,ANIME,658,588104.95,0.025614652158708097,32.2892929650456,0.3252279635258359
Unknown,APE,550,429443.48,0.01042453717643684,9.862040256363636,0.32727272727272727
Unknown,APT,108,210864.06,0.004273223034225119,9.954536712962964,0.25
Unknown,AR,7,4940.99,0.02592568185987835,10.515839999999999,0.8571428571428571
Unknown,ARB,67,119004.9,0.047707769969304634,136.1922574925373,0.3582089552238806
Unknown,ARK,32,9835.23,-0.0087767323413014,0.032844000000000095,0.4375
Unknown,ATOM,58,5301.77,0.012136471937096839,0.8794137068965517,0.4482758620689655
Unknown,AVAX,155,317744.77,0.1753141180847076,311.16653732258067,0.5419354838709678
Unknown,BABY,3,3903.33,0.032541759393260476,32.909933333333335,0.6666666666666666
Unknown,BADGER,180,149468.44,0.0036345019869117442,7.873261888888889,0.3111111111111111
Unknown,BANANA,5,793.65,-0.06241271073739052,-9.12024,0.0
Unknown,BERA,1054,2056756.0,0.05973947333301149,69.91437057590133,0.5161290322580645
Unknown,BIGTIME,22,52144.26,0.011820745033519658,12.30990818181818,0.18181818181818182
Unknown,BIO,160,149195.51,0.03005135095630148,7.8900404875,0.775
Unknown,BLAST,7,1328.16,0.013409519569748006,2.328012285714286,0.5714285714285714
Unknown,BLUR,67,125149.06,0.02717669924813493,48.15973595522388,0.835820895522388
Unknown,BNB,138,402479.6,0.006333338937167757,2.1493272753623187,0.4057971014492754
Unknown,BNT,10,5828.41,-0.004037989560905848,-1.760528,0.2
Unknown,BOME,6,1097.4,0.011232242338769696,2.0413503333333334,0.3333333333333333
Unknown,BRETT,90,81617.16,0.036853310008437314,19.91767451111111,0.8555555555555555
Unknown,BTC,22902,602304649.87,0.00139251831718478,33.35504805479871,0.3583529822722906
Unknown,CAKE,54,38225.38,0.025101638980842743,15.98085327777778,0.3148148148148148
Unknown,CANTO,2,20.27,-0.002077151335311573,-0.021,0.0
Unknown,CHILLGUY,169,254516.11,0.03064228091778916,24.689915639053254,0.6035502958579881
Unknown,COMP,36,81432.55,0.033741833508947584,41.616019055555554,0.9444444444444444
Unknown,CRV,36,15221.05,0.0004963180493814898,-15.212466472222221,0.2777777777777778
Unknown,CYBER,1,500.09,0.0,0.0,0.0
Unknown,DOGE,545,1255648.59,0.03308624298240725,247.7658196440367,0.5247706422018349
Unknown,DOT,21,32658.61,0.027953570703607326,1.8622271428571426,0.5238095238095238
Unknown,DYDX,100,214598.17,0.004103516305354615,1.26838707,0.13
Unknown,DYM,5,3415.68,0.0034669519680677998,-50.035745399999996,0.6
Unknown,EIGEN,241,353466.29,0.0975730698141899,266.8835617344398,0.22821576763485477
Unknown,ENA,733,1051685.1300000001,0.03375163086457442,78.13250113915416,0.3015006821282401
Unknown,ETC,3,1261.62,0.03532605148909106,12.77496,0.3333333333333333
Unknown,ETH,6401,54241826.91,0.012130670442438724,198.3151068322137,0.4289954694578972
Unknown,ETHFI,243,626366.4299999999,0.04987427075714355,146.39453237860081,0.3786008230452675
Unknown,FARTCOIN,4238,7535782.09,-0.00967418022656533,-23.48981120929684,0.32326569136385086
Unknown,FET,40,99220.01,0.002415201596970446,1.6377375,0.375
Unknown,FTM,62,297009.25,0.017740588589226988,47.78434998387097,0.5806451612903226
Unknown,FTT,1123,273066.94,0.024154277674890094,5.013411581478183,0.346393588601959
Unknown,FXS,37,17719.72,0.00742476477410913,3.0842478378378377,0.35135135135135137
Unknown,GALA,34,18252.85,0.008793310785003382,5.415824235294117,0.35294117647058826
Unknown,GAS,2,739.53,0.08927988570081895,30.30695,0.5
Unknown,GMT,101,65054.28,0.007807933873323498,2.0548891188118814,0.44554455445544555
Unknown,GMX,54,87021.81999999999,0.013592576476637875,11.727572407407408,0.16666666666666666
Unknown,GOAT,31,19145.7,0.033485633121151506,10.503096322580644,0.6129032258064516
Unknown,GRASS,97,77965.55,0.026128828792463393,13.004478618556702,0.7010309278350515
Unknown,GRIFFAIN,459,492809.66000000003,0.017909444059213533,12.05691037472767,0.7124183006535948
Unknown,HBAR,123,29439.92,0.023667658533090302,2.2459095691056907,0.5447154471544715
Unknown,HPOS,53,30544.54,0.10232700893447702,28.721673924528304,0.660377358490566
Unknown,HYPE,60703,121932623.3,0.01044070265485188,23.334256765991796,0.4131591519364776
Unknown,HYPER,31,119127.13,0.016011236994028614,28.208829032258066,0.9354838709677419
Unknown,ILV,140,277893.42,0.022534085374772278,39.91552539285714,0.45714285714285713
Unknown,IMX,19,7291.31,0.01070747903535233,3.3747067368421053,0.47368421052631576
Unknown,INIT,31,49061.87,0.007370019311483645,11.758087096774194,0.4838709677419355
Unknown,INJ,99,316818.36,0.029972725827712945,55.75008983838384,0.696969696969697
Unknown,IO,68,33744.58,0.009712257785779539,0.24931483823529402,0.36764705882352944
Unknown,IOTA,7,12495.93,-0.00038293151166914454,-0.350692,0.0
Unknown,IP,430,434658.16000000003,0.011641528972911751,8.410304506976743,0.5930232558139535
Unknown,JELLY,918,1868105.47,0.037550697147748814,30.816613989106756,0.8082788671023965
Unknown,JTO,130,354833.38,0.020315386706529777,56.8121167,0.4461538461538462
Unknown,JUP,443,1256582.01,0.02182057180359979,90.94406049887134,0.417607223476298
Unknown,KAITO,431,890422.97,0.0026666336744918715,-20.26714840139211,0.24129930394431554
Unknown,LAYER,478,1060068.85,0.019212577699526792,42.87957133891213,0.13389121338912133
Unknown,LDO,68,22885.79,0.01773147677181066,3.4853202352941177,0.4411764705882353
Unknown,LINK,224,150128.05,0.02706387454789394,17.529080691964285,0.42410714285714285
Unknown,LISTA,2,1994.73,0.002245807080481947,2.23487,0.5
Unknown,LOOM,5,1715.72,0.08911697561851939,43.011410999999995,0.4
Unknown,LTC,154,339734.16000000003,0.026871048666511774,35.7916481948052,0.6298701298701299
Unknown,MANTA,60,13310.16,0.009018580197148473,3.513235266666667,0.4
Unknown,MATIC,11,70286.38,0.008953076947260153,72.32037709090909,0.18181818181818182
Unknown,MAVIA,298,345694.75,0.038171885358779196,27.709060553691273,0.7885906040268457
Unknown,ME,346,184655.19,0.0007820685429226753,-3.7624015086705205,0.18208092485549132
Unknown,MELANIA,4193,6740412.53,0.06445275857251352,88.37614923873122,0.46243739565943237
Unknown,MEME,50,99274.43,0.018605765739154217,27.36866808,0.58
Unknown,MEW,11,1083.28,0.033137935184687946,2.951098181818182,0.6363636363636364
Unknown,MINA,8,12246.55,0.02891912140416804,24.8380625,0.875
Unknown,MKR,95,31634.96,0.034993054118231,14.9082054,0.5263157894736842
Unknown,MNT,8,1340.22,-0.00815294421332029,-2.632147125,0.125
Unknown,MOODENG,14,3402.47,0.03336289683762757,6.351281,0.42857142857142855
Unknown,MORPHO,40,69483.86,0.018941036265151163,10.546775325,0.725
Unknown,MOVE,121,130454.33,0.03053146103598783,21.180946578512394,0.7520661157024794
Unknown,MYRO,2,441.52,0.005193379473636281,1.14057,0.5
Unknown,NEAR,149,356318.56,0.03320031507833659,45.18494506040268,0.912751677852349
Unknown,NEIROETH,1,187.77,0.18193309900410073,34.161578,1.0
Unknown,NIL,226,481868.22,-0.0057178741469533475,-14.049883340707964,0.0752212389380531
Unknown,NTRN,64,127458.58,0.024000387599665093,26.740135953124998,0.828125
Unknown,OGN,258,58247.64,0.06115283073070183,6.793288457364341,0.9961240310077519
Unknown,OM,43,13968.95,0.014405965703086573,-18.025216813953488,0.5813953488372093
Unknown,ONDO,1300,1488885.12,0.014677894500782508,15.919627043076924,0.48384615384615387
Unknown,OP,82,101755.95,0.061285293489025436,69.12613715853658,0.43902439024390244
Unknown,ORDI,13,5377.87,0.016424998697149622,4.547566769230769,0.6153846153846154
Unknown,PAXG,1265,3047336.39,-0.0042664602678646885,-14.773813698814228,0.16363636363636364
Unknown,PENDLE,875,435302.92,0.018193999941685173,3.948902401142857,0.44114285714285717
Unknown,PENGU,785,921180.95,0.007820356924809377,5.689745021656051,0.42420382165605097
Unknown,PEOPLE,1,499.92,0.0,0.0,0.0
Unknown,PIXEL,23,34839.78,0.01705194429316959,17.647591304347824,0.6956521739130435
Unknown,PNUT,566,836937.87,0.01332801909776394,11.131234772084806,0.7932862190812721
Unknown,POPCAT,1147,802269.71,-0.01948129667911198,-6.895102590235396,0.14821272885789014
Unknown,PROMPT,125,231701.51,0.009151810606896198,19.023809416,0.568
Unknown,PURR,836,656460.65,0.04385613100204048,23.899963805023923,0.6758373205741627
Unknown,PURR/USDC,2235,1285182.05,0.050412677779047635,27.626301683221477,0.3284116331096197
Unknown,PYTH,149,419640.75,0.005260451489135376,12.242411221476509,0.348993288590604
Unknown,RENDER,65,108048.83,0.016314994334144964,31.801190799999997,0.5230769230769231
Unknown,REQ,19,2277.65,0.003006315184377089,0.2603861052631579,0.6842105263157895
Unknown,REZ,28,12262.95,0.02385258953361764,5.824474285714286,0.5
Unknown,RLB,4,1914.8,0.04105657422861826,18.986934,0.5
Unknown,RNDR,110,524176.98,0.03193752931662054,109.14115352727273,0.8727272727272727
Unknown,RSR,6,354.61,0.019965954911864054,0.8839186666666666,0.5
Unknown,RUNE,198,356798.24,0.023673415600578836,31.21662281818182,0.6111111111111112
Unknown,S,28,54557.9,-0.00018775324017527382,-0.07874421428571429,0.0
Unknown,SAND,180,83431.79,0.013780137002820284,12.092797627777777,0.31666666666666665
Unknown,SCR,32,49793.18,0.03990675002996471,50.40548,0.65625
Unknown,SEI,231,1266225.66,0.009234799385239675,43.10724682251082,0.6320346320346321
Unknown,SHIA,5,1279.06,0.21130793728506442,54.7137286,0.6
Unknown,SOL,8971,104412701.13,0.005821638409906747,72.22666308572066,0.3774384126630253
Unknown,SPX,76,211475.03,0.042468745071176706,46.78448896052632,0.75
Unknown,STG,7,10728.33,0.021894217605853465,25.649108571428574,0.7142857142857143
Unknown,STRK,20,80536.13,-0.016815486298279506,-79.82087185,0.15
Unknown,STX,113,164132.81,0.010339177628665699,13.346503274336284,0.40707964601769914
Unknown,SUI,1672,7363621.06,0.023186520333355227,117.63759040011962,0.45454545454545453
Unknown,SUPER,7,1072.01,0.02917301314994198,5.028271714285714,0.5714285714285714
Unknown,SUSHI,35,19266.65,-0.0008690433276948116,3.4352025999999993,0.37142857142857144
Unknown,TAO,981,1403719.88,0.007091822316079962,10.509320772680939,0.5433231396534148
Unknown,TIA,261,652225.76,0.01703893111030669,45.20413017624521,0.40229885057471265
Unknown,TNSR,303,201484.66999999998,0.01005790382530373,8.02935701320132,0.3432343234323432
Unknown,TON,30,53812.28,-0.004017494703187341,-0.6032903333333334,0.13333333333333333
Unknown,TRUMP,1884,7327408.0,-0.017218353807243153,-193.6457274304671,0.35562632696390656
Unknown,TST,165,490758.53,0.017426483330787536,20.351481024242425,0.5575757575757576
Unknown,TURBO,25,40644.22,0.04288853013353045,35.50495328,0.96
Unknown,UNI,53,39207.42,0.007873675303044305,6.153202603773586,0.24528301886792453
Unknown,UNIBOT,4,2333.2599999999998,0.12395701262658437,81.26394225,0.5
Unknown,USTC,49,10348.37,0.014036795616623942,7.075370816326531,0.4489795918367347
Unknown,USUAL,514,865348.79,0.0126416674986239,17.249188649805447,0.5700389105058365
Unknown,VINE,630,517288.75,0.00697077247058466,5.012854707936508,0.4380952380952381
Unknown,VIRTUAL,525,1352108.8800000001,0.026616697521754686,37.00915892,0.5771428571428572
Unknown,VVV,43,93088.77,0.011926905527146491,15.232580046511629,0.6511627906976745
Unknown,W,242,136184.37,0.006144838557894552,4.531591289256198,0.35537190082644626
Unknown,WCT,47,58468.89,0.02982585688334674,32.589900425531916,0.5531914893617021
Unknown,WIF,75,100599.26,-0.027258472631312695,-23.809495546666668,0.3466666666666667
Unknown,WLD,1569,2110749.87,-0.000501263964893146,7.157592037603569,0.3435309114085405
Unknown,XRP,1472,5035485.9,0.002589121171616358,1.335089446331521,0.296875
Unknown,YGG,18,4798.87,0.02451522742989847,4.610394666666667,0.4444444444444444
Unknown,ZEN,30,38169.05,-0.019717444705737643,-49.17969023333333,0.26666666666666666
Unknown,ZEREBRO,709,1238926.3,0.02621070736867804,29.121053994358252,0.7926657263751763
Unknown,ZETA,215,250942.56,0.023563096631840818,15.437442144186047,0.9488372093023256
Unknown,ZK,30,1494.53,0.03106158631677809,1.5852687,0.5
Unknown,ZORA,152,340924.26,0.024908911749688616,44.84547914473684,0.6381578947368421
Unknown,ZRO,1237,1213103.67,0.06693215455988517,148.5673271535974,0.36782538399353276
Unknown,kBONK,1270,1408184.43,-0.008609145011927381,4.623166213385827,0.23543307086614174
Unknown,kFLOKI,35,37380.89,0.0436606232438612,45.92674642857143,0.5714285714285714
Unknown,kNEIRO,5,882.27,0.012737661248652683,1.0638874,0.4
Unknown,kPEPE,1417,1288098.78,-0.007508536807589659,2.9953587995765703,0.2145377558221595
Unknown,kSHIB,22,66458.25,0.024279666648134544,14.498279363636362,0.36363636363636365
